"pnr","preis"
"B0000041XX","0.00"
"B00004UB8A","0.00"
"B0000A5BWW","0.00"
"B00005QZL8","0.00"
"B000094HLE","0.00"
"B000002SD2","0.00"
"B0002Y4T92","0.00"
"B00094OBS4","0.00"
"B0009WFFS6","0.00"
"B000A1CS0Y","0.00"
"3570215946","0.00"
"3570128083","0.00"
"3570302288","0.00"
"3407788738","0.00"
"3473581852","0.00"
"3570300692","0.00"
"B000083GOG","0.00"
"B0000668PG","0.00"
"3407788738","0.00"
"3453047656","0.00"
"345317738X","0.00"
"3473530190","0.00"
"3551566666","0.00"
"3785537999","0.00"
"3785553390","0.00"
"3789133051","0.00"
"B00005YH0L","0.00"
"B0000061MY","0.00"
"3800050870","0.00"
"3800051869","0.00"
"3833901055","0.00"
"B000006MIG","0.00"
"6304498969","0.00"
"B000000355","0.00"
"B000000EBM","0.00"
"B0000017B4","0.00"
"B0000035SL","0.00"
"B00008F5FA","0.00"
"B000007SYR","0.00"
"B00000DZFK","0.00"
"B00000ELBM","0.00"
"B000025LW0","0.00"
"B000005CRA","0.00"
"B00003E443","0.00"
"B00004ZD57","0.00"
"B0000508P9","0.00"
"B000059ZZO","0.00"
"B00000DLX7","0.00"
"B000BGHBK0","0.00"
"B000066SNR","0.00"
"B00006J9MK","0.00"
"B00006JYJJ","0.00"
"B00007G75C","0.00"
"B00008PZW9","0.00"
"B00009MGGF","0.00"
"B0000A4GEK","0.00"
"B0000DKKVL","0.00"
"B00016W8A8","0.00"
"B0001K9IJI","0.00"
"B0002X4U9W","0.00"
"B000654OVA","0.00"
"B00065VRX8","0.00"
"B00066KWNS","0.00"
"B0006JJFBU","0.00"
"B0007LYS0A","0.00"
"B0007YP0UY","0.00"
"B0007Z9PTK","0.00"
"B0009JOOZE","0.00"
"B000AC5AY4","0.00"
"B00099BPNS","0.00"
"B000BNTAFM","0.00"
"B000BXJG4C","0.00"
"B000C5RRQI","0.00"
"B000BJS4P8","0.00"
"B000CEVV5C","0.00"
"B00069W4J0","0.00"
"B000AYQDW0","0.00"
"B000AS1H9K","0.00"
"B000CAKWNS","0.00"
"B000063XSP","0.00"
"B0009FHKPO","0.00"
"B0000TI3RS","0.00"
"B00009AHNC","0.00"
"B000ANPX7C","0.00"
"B00006JYLL","0.00"
"B0001BUCHE","0.00"
"B000AP4GY6","0.00"
"B0000365G8","0.00"
"B00008CR3M","0.00"
"B000A7KM5Q","0.00"
"B000BL99KA","0.00"
"B0000C3I1I","0.00"
"B0007UARJW","0.00"
"B0006Q0XL4","0.00"
"B00000B1OM","0.00"
"B00005MNO3","0.00"
"B000ARCDYO","0.00"
"B000B7G0II","0.00"
"B00008DCDQ","0.00"
"B00005RY7X","0.00"
"B0009JDRO8","0.00"
"B00004TG60","0.00"
"B00004TGEJ","0.00"
"B0000676WX","0.00"
"B000B66PD4","0.00"
"B000005S0K","0.00"
"B0009HL8BE","0.00"
"B0000BZSXT","0.00"
"B00004VX87","0.00"
"B0000E6LS5","0.00"
"B000BBS5LO","0.00"
"B0009Z5TZW","0.00"
"B0006957SA","0.00"
"B0000BVM01","0.00"
"B000006YMN","0.00"
"B0001K9EXI","0.00"
"B000BQV8MC","0.00"
"B0009WFS2E","0.00"
"B0000CD5HG","0.00"
"B00009MDDW","0.00"
"B0000046WZ","0.00"
"B00004YMTH","0.00"
"B000095IVK","0.00"
"B0000E5SK9","0.00"
"B0001O3VXS","0.00"
"B0006IIOYK","0.00"
"B000AQNK9W","0.00"
"B0000089BZ","0.00"
"B00080Z75K","0.00"
"B00006313Y","0.00"
"B00067ZPBG","0.00"
"B000A8AXHM","0.00"
"B0001XANSA","0.00"
"B0001LNT06","0.00"
"B000050X3Z","0.00"
"B00000B44F","0.00"
"B0007P35FU","0.00"
"B0000BX8BI","0.00"
"B00000J6BB","0.00"
"B00009QRBN","0.00"
"B000683TPO","0.00"
"B00000JAD4","0.00"
"B000BL9A0Y","0.00"
"B00004XN07","0.00"
"B000003W0C","0.00"
"B0000033IS","0.00"
"B000AQNK9M","0.00"
"B000B6ETDC","0.00"
"B000CR5REA","0.00"
"B0000060NN","0.00"
"B0001J3VYW","0.00"
"B0000BACFM","0.00"
"B00030EJOU","0.00"
"B000CEV97M","0.00"
"B0006FNI94","0.00"
"B0007V3P4U","0.00"
"B00068WJLE","0.00"
"B00005KBBX","0.00"
"B00000DBGN","0.00"
"B000084QSU","0.00"
"B000BDIYCM","0.00"
"B0000ADYE6","0.00"
"B00008DKA7","0.00"
"B00007FOM0","0.00"
"B0009NDGRW","0.00"
"B000059GLI","0.00"
"B0002UJKCW","0.00"
"B000003ZVH","0.00"
"B000007OWQ","0.00"
"B0001EQHFW","0.00"
"B0002CWXQU","0.00"
"B0009FU17S","0.00"
"B000075A1U","0.00"
"B0007XTOOS","0.00"
"B00008PZW3","0.00"
"B00005QTMZ","0.00"
"B0001QNOC4","0.00"
"B0009Z5CAO","0.00"
"B0006IQLMW","0.00"
"B000A5DNBS","0.00"
"B0002WRVUS","0.00"
"B00007GZ7T","0.00"
"B00077374C","0.00"
"B000BJ7CI8","0.00"
"B00005COVC","0.00"
"B0000AGE13","0.00"
"B0004FRW0C","0.00"
"B00064HR0Q","0.00"
"B0000D7ZDS","0.00"
"B00006L744","0.00"
"B0001U1PYO","0.00"
"B00004OCQ7","0.00"
"B0002LGWQ8","0.00"
"B000BBGBKQ","0.00"
"B0007SK9RY","0.00"
"B000068VMU","0.00"
"B0001BYHJ8","0.00"
"B00000I6EX","0.00"
"B00007L9XV","0.00"
"B000AMUUHG","0.00"
"B0000C9ZT4","0.00"
"B00013MWYI","0.00"
"B00005B5MZ","0.00"
"B0007NB9DW","0.00"
"B000006XDQ","0.00"
"B0006J1HE8","0.00"
"B000067731","0.00"
"B00006F7OH","0.00"
"B0009RRSFE","0.00"
"B000005YNW","0.00"
"B000AGK9FU","0.00"
"B000160QIO","0.00"
"B000CR5RFO","0.00"
"B000056H7K","0.00"
"B00008G9GX","0.00"
"B00004WSAN","0.00"
"B000BJRJ4A","0.00"
"B0000C8X6E","0.00"
"B0007LPMBE","0.00"
"B0000630XI","0.00"
"B00006J677","0.00"
"B000803PHW","0.00"
"B000B9G77A","0.00"
"B0000C9JD6","0.00"
"B000ALJ0BE","0.00"
"B00005NDZP","0.00"
"B000095JTQ","0.00"
"B00009ZXZ5","0.00"
"B0001Z64W2","0.00"
"B0007YP17Q","0.00"
"B00006JOAL","0.00"
"B0009Q0EPQ","0.00"
"B0000CCNPA","0.00"
"B000056PIB","0.00"
"B00008LEMJ","0.00"
"B00003G1IL","0.00"
"B000003GGP","0.00"
"B00005YXJ9","0.00"
"B0009K2U2W","0.00"
"B00009YNGB","0.00"
"B000069KNN","0.00"
"B000BR6D7G","0.00"
"B000AV47NU","0.00"
"B000B7I3TW","0.00"
"B000033K0T","0.00"
"B00076QGE6","0.00"
"B00000D9VP","0.00"
"B000CEZRGQ","0.00"
"B0001CKRB4","0.00"
"B00004YYSQ","0.00"
"B000BEPLWM","0.00"
"B000000OQB","0.00"
"B0001EMMQU","0.00"
"B00004C8QS","0.00"
"B000089GH7","0.00"
"B000075A6H","0.00"
"B00008G4IU","0.00"
"B000001EYI","0.00"
"B00009QEPF","0.00"
"B00006469G","0.00"
"B0002BXWZW","0.00"
"B0000631O3","0.00"
"B00009QI35","0.00"
"B0008MGGQC","0.00"
"B000APR5A8","0.00"
"B00035W08M","0.00"
"B000AC5B1G","0.00"
"B000003GGZ","0.00"
"B0001IW2Q6","0.00"
"B0001EMM4C","0.00"
"B00004YYX5","0.00"
"B0000506SC","0.00"
"B000003D1R","0.00"
"B00076NYUA","0.00"
"B00004SH3A","0.00"
"B000BM6ZXI","0.00"
"B0000ADYAV","0.00"
"B000CEZW6Q","0.00"
"B00035W0AK","0.00"
"B000003FOE","0.00"
"B00005NB6L","0.00"
"B00000AY6B","0.00"
"B00005JH6G","0.00"
"B0000C8XH9","0.00"
"B000B6KG5C","0.00"
"B000056PR7","0.00"
"B000005IW3","0.00"
"B00005QVNJ","0.00"
"B0001BPQXO","0.00"
"B00000IOBW","0.00"
"B000BDIYFO","0.00"
"B00001T3GD","0.00"
"B000088E3A","0.00"
"B0000AC8P0","0.00"
"B000003ZVF","0.00"
"B0003HFRGW","0.00"
"B000001IH6","0.00"
"B00005Y4CB","0.00"
"B000023ZW0","0.00"
"B00006GEL7","0.00"
"B00000AP3C","0.00"
"B00000B108","0.00"
"B000069KJ6","0.00"
"B0000015IZ","0.00"
"B00008DCR8","0.00"
"B000084TC3","0.00"
"3551555559","0.00"
"B00004VX9C","0.00"
"B0000073IF","0.00"
"B000001MEF","0.00"
"B000CCU7U4","0.00"
"B0000DJZ9K","0.00"
"B00006LJ95","0.00"
"B00064N7E6","0.00"
"3937406107","0.00"
"B00004W59Y","0.00"
"B0006QAI64","0.00"
"B0000YO81I","0.00"
"B000006L3Z","0.00"
"B000089RVQ","0.00"
"B00000ASSO","0.00"
"B000005RJ1","0.00"
"B0001B3YUG","0.00"
"B0000TSW7E","0.00"
"B0009YVCGS","0.00"
"B0000038YW","0.00"
"B0000018OF","0.00"
"B00003GPFN","0.00"
"B0007IK4ME","0.00"
"3791504673","0.00"
"3791504657","0.00"
"3785537549","0.00"
"3899406788","0.00"
"3800051680","0.00"
"3551551685","0.00"
"3551551693","0.00"
"3791504576","0.00"
"3551354014","0.00"
"3806750971","0.00"
"3791504541","0.00"
"3791504614","0.00"
"3789105090","0.00"
"3551353794","0.00"
"3551554013","0.00"
"3401053698","0.00"
"3785535910","0.00"
"378911989X","0.00"
"3453530055","0.00"
"3440077896","0.00"
"3431036341","0.00"
"3785554419","0.00"
"376074818X","0.00"
"3791504517","0.00"
"3789131598","0.00"
"3866151187","0.00"
"3401081853","0.00"
"386615111X","0.00"
"3898971805","0.00"
"3453180895","0.00"
"3866151071","0.00"
"378913158X","0.00"
"3898357066","0.00"
"3866151055","0.00"
"3596800064","0.00"
"379150455X","0.00"
"3789105643","0.00"
"3866151098","0.00"
"3134843080","0.00"
"3866151039","0.00"
"3833901101","0.00"
"3800051664","0.00"
"3789143073","0.00"
"3785541880","0.00"
"3401054457","0.00"
"3785540078","0.00"
"3785555474","0.00"
"3791504568","0.00"
"3548603874","0.00"
"3833959819","0.00"
"3548604854","0.00"
"3453873955","0.00"
"3190033145","0.00"
"3785540051","0.00"
"340105743X","0.00"
"3866151179","0.00"
"340105841X","0.00"
"3833936401","0.00"
"3785537530","0.00"
"3789106917","0.00"
"3570130940","0.00"
"3453873963","0.00"
"3897773058","0.00"
"3899407180","0.00"
"3785537980","0.00"
"3898357007","0.00"
"3473551090","0.00"
"378555169X","0.00"
"3789141186","0.00"
"3407798989","0.00"
"3831815895","0.00"
"3473379956","0.00"
"386615108X","0.00"
"3473344435","0.00"
"3785541864","0.00"
"3785551886","0.00"
"3401044915","0.00"
"3937406360","0.00"
"3866151160","0.00"
"3800015587","0.00"
"3551363730","0.00"
"3401041134","0.00"
"3491911818","0.00"
"3785553374","0.00"
"340105371X","0.00"
"3785549857","0.00"
"3440077934","0.00"
"3789111376","0.00"
"3473344710","0.00"
"3898357015","0.00"
"3401045571","0.00"
"3473347515","0.00"
"3789141143","0.00"
"3800050048","0.00"
"3785547951","0.00"
"3505116041","0.00"
"3789119547","0.00"
"380005003X","0.00"
"3453131711","0.00"
"3785549741","0.00"
"3785548486","0.00"
"3898831361","0.00"
"3190053588","0.00"
"3407809565","0.00"
"3980710653","0.00"
"3401057413","0.00"
"3898831175","0.00"
"350511605X","0.00"
"3593375559","0.00"
"3473379999","0.00"
"3791504665","0.00"
"3401087916","0.00"
"3794160541","0.00"
"3789133108","0.00"
"3897771136","0.00"
"3791536079","0.00"
"3110181460","0.00"
"3880105464","0.00"
"3760748848","0.00"
"3499607514","0.00"
"3551363056","0.00"
"3788606304","0.00"
"3870676590","0.00"
"3401075446","0.00"
"3800050897","0.00"
"383393641X","0.00"
"3936384347","0.00"
"3789141305","0.00"
"3570016943","0.00"
"3870677376","0.00"
"3788604107","0.00"
"3473373486","0.00"
"3833930039","0.00"
"380941834X","0.00"
"3499555514","0.00"
"3866151101","0.00"
"3440079856","0.00"
"3833900903","0.00"
"3473530875","0.00"
"3440097803","0.00"
"3785555350","0.00"
"3407784570","0.00"
"3833930098","0.00"
"3551361789","0.00"
"3789140139","0.00"
"341953633X","0.00"
"3551553440","0.00"
"3831814775","0.00"
"3789105856","0.00"
"3789140163","0.00"
"3411761156","0.00"
"389835704X","0.00"
"3401058371","0.00"
"3897690489","0.00"
"3899400461","0.00"
"3831006466","0.00"
"3570300595","0.00"
"3789106119","0.00"
"3551553475","0.00"
"3765330817","0.00"
"3785549733","0.00"
"3831814767","0.00"
"3866040059","0.00"
"343103196X","0.00"
"3831816093","0.00"
"3791504533","0.00"
"3800050889","0.00"
"3898303446","0.00"
"3401057146","0.00"
"344007983X","0.00"
"3404153197","0.00"
"3190033137","0.00"
"340780959X","0.00"
"3831006857","0.00"
"B00006HATR","0.00"
"344010169X","0.00"
"345309381X","0.00"
"3401400010","0.00"
"3791530143","0.00"
"3473580058","0.00"
"3473347531","0.00"
"3407780567","0.00"
"3440099016","0.00"
"3785553870","0.00"
"B00004STZB","0.00"
"B00004T99L","0.00"
"B0000A01L6","0.00"
"B00005MJ13","0.00"
"B000031W7Q","0.00"
"B0000E3HM3","0.00"
"B00005PJJE","0.00"
"B00005LKGL","0.00"
"B00004UB8A","0.00"
"B000056TKI","0.00"
"B0000A01L7","0.00"
"B00005J7DB","0.00"
"B000031X0B","0.00"
"B00009Y30Z","0.00"
"B00000145I","0.00"
"B00005KBE5","0.00"
"B00078VMJS","0.00"
"B000031W6H","0.00"
"B00076YOQ8","0.00"
"B0000A9DZV","0.00"
"B00000145J","0.00"
"B000059ZLM","0.00"
"B0000041XX","0.00"
"B00000I9W2","0.00"
"B0001WGDX0","0.00"
"B000001GQ7","0.00"
"B000060O5B","0.00"
"B00005A797","0.00"
"B00005QHUZ","0.00"
"B00004LCAV","0.00"
"B00006HARP","0.00"
"B0000041NC","0.00"
"B00000DBVG","0.00"
"B00008PW4A","0.00"
"B000025OWS","0.00"
"B00000I9LV","0.00"
"B000000SCT","0.00"
"B00004YSFQ","0.00"
"B00008ZPE9","0.00"
"B00006GOCT","0.00"
"B000007RQN","0.00"
"B00000414K","0.00"
"B000001GX5","0.00"
"B00004RKJJ","0.00"
"B00006FXVN","0.00"
"B00004YMNB","0.00"
"B00009V91I","0.00"
"B0007RUT7U","0.00"
"B00004TTIJ","0.00"
"B00005OCH6","0.00"
"B00006HASP","0.00"
"B000001WVC","0.00"
"B00004R7UX","0.00"
"B00006L3S5","0.00"
"B000005EB0","0.00"
"B0000CE9XK","0.00"
"B0000B09Z0","0.00"
"B000056TKC","0.00"
"B0007LPJSK","0.00"
"B0007D09GK","0.00"
"B0000B1JWE","0.00"
"B0000CNTLU","0.00"
"B00005UNXF","0.00"
"B00004YMJ0","0.00"
"B00009KV0W","0.00"
"B0000E5SLF","0.00"
"B00006QDN5","0.00"
"B00006AWLW","0.00"
"B00006B1KP","0.00"
"B00008HE5S","0.00"
"B000009I87","0.00"
"B00000416O","0.00"
"B0000AKOWN","0.00"
"B000001GHC","0.00"
"B00000DOCM","0.00"
"B00078VMHU","0.00"
"B000005IEG","0.00"
"B000068VS3","0.00"
"B00005UOVD","0.00"
"B0001ME4G8","0.00"
"B00000DD03","0.00"
"B000001GS1","0.00"
"B000059QW8","0.00"
"B000001GQY","0.00"
"B000001GGV","0.00"
"B00004U5BI","0.00"
"B000001GCR","0.00"
"B000026OW3","0.00"
"B00006IQGF","0.00"
"B000068CCI","0.00"
"B00000417N","0.00"
"B000001GYC","0.00"
"B00004T6KM","0.00"
"B0000045O1","0.00"
"B00004WER4","0.00"
"B000031WBV","0.00"
"B000001G6P","0.00"
"B0000631LF","0.00"
"B00004Z34Q","0.00"
"B00008XFB1","0.00"
"B000003LVO","0.00"
"B0000A01L8","0.00"
"B00008CLNQ","0.00"
"B00006LA5V","0.00"
"B00004SA87","0.00"
"B0003HGJ7I","0.00"
"B000007SLA","0.00"
"B00005OBZY","0.00"
"B00009P55P","0.00"
"B000003G6Q","0.00"
"B000059ZIF","0.00"
"B000003FBC","0.00"
"B00005NTTQ","0.00"
"B00004S1EG","0.00"
"B00005NUPP","0.00"
"B00004YMP5","0.00"
"B000001GYY","0.00"
"B0007OP69E","0.00"
"B000031WBU","0.00"
"B000026F9W","0.00"
"B0000CDVQT","0.00"
"B00006OA69","0.00"
"B0000ADYCN","0.00"
"B00008O8B0","0.00"
"B00005YHLD","0.00"
"B0006IGJ6K","0.00"
"B000000SMG","0.00"
"B00004TYJU","0.00"
"B000031WYN","0.00"
"B000088SS5","0.00"
"B00008NR79","0.00"
"B00005Y3JQ","0.00"
"B0006OPZ6E","0.00"
"B0007UARXI","0.00"
"B000040OX3","0.00"
"B0000DC15K","0.00"
"B000003FR0","0.00"
"B00004WIID","0.00"
"B000083GOJ","0.00"
"B00004BZ10","0.00"
"B0001IPBUU","0.00"
"B00005COXL","0.00"
"B00009P55M","0.00"
"B0001XPY4S","0.00"
"B0000241WM","0.00"
"B000001GQI","0.00"
"B00006GEL8","0.00"
"B00005OCH0","0.00"
"B0000C9V3K","0.00"
"B0009W4M4E","0.00"
"B0000041KV","0.00"
"B000006NAS","0.00"
"B0009YBZXI","0.00"
"B00004R9DC","0.00"
"B0006B96BW","0.00"
"B00000IL49","0.00"
"B00004WER3","0.00"
"B0000665Z8","0.00"
"B000000OF8","0.00"
"B000031WYO","0.00"
"B00000K4H4","0.00"
"B0009JAF9I","0.00"
"B0000C8XJ9","0.00"
"B00005IB53","0.00"
"B000000A9G","0.00"
"B00067GKEM","0.00"
"B00005QW37","0.00"
"B0000041DG","0.00"
"B00005IB57","0.00"
"B00008JL7V","0.00"
"B000009CMP","0.00"
"B0000AP6HK","0.00"
"B00063IWUG","0.00"
"B0000AKP5F","0.00"
"B000001GKB","0.00"
"B0007DHQ66","0.00"
"B0009LNQV0","0.00"
"B000001GCO","0.00"
"B0000VAW5M","0.00"
"B0000DGDHP","0.00"
"B000069KJ0","0.00"
"B000001TZR","0.00"
"B000059LOL","0.00"
"B000050GJU","0.00"
"B00005YTKD","0.00"
"B000001GJR","0.00"
"B00006RHPA","0.00"
"B0009SQC7I","0.00"
"B00000F1C1","0.00"
"B00005ASY6","0.00"
"B000050GJX","0.00"
"B0000C03AH","0.00"
"B00008CLNY","0.00"
"B000A7XJLK","0.00"
"B00009OOJT","0.00"
"B000A16PNU","0.00"
"B000003FMF","0.00"
"B0000AN1A3","0.00"
"B00004ZD5E","0.00"
"B00076YNGY","0.00"
"B00003OO0L","0.00"
"B000038I6I","0.00"
"B000009NIX","0.00"
"B000003ET7","0.00"
"B0000B1JWG","0.00"
"B000000SRE","0.00"
"B00008XFBP","0.00"
"B00007KM1Z","0.00"
"B00000E6PD","0.00"
"B000003GAU","0.00"
"B0009NDHLM","0.00"
"B00005OM7W","0.00"
"B000000SJJ","0.00"
"B00008ODZS","0.00"
"B00005UOKT","0.00"
"B0007WQHVC","0.00"
"B000BRJY18","0.00"
"B000000A9H","0.00"
"B0000041VJ","0.00"
"B000095J89","0.00"
"B000024VGW","0.00"
"B0000013UZ","0.00"
"B0001Z95NM","0.00"
"B00008Y4IT","0.00"
"B00005N57L","0.00"
"B00005UW4P","0.00"
"B000006L7U","0.00"
"B00008RWRI","0.00"
"B00069KFKK","0.00"
"B0001BUC10","0.00"
"B00009V91H","0.00"
"B00008AD9R","0.00"
"B00008Y4IM","0.00"
"B000001GXB","0.00"
"B000038I7W","0.00"
"B00000142W","0.00"
"B00030B9DY","0.00"
"B0000AYLLY","0.00"
"B000ASAEKI","0.00"
"B00000K5AP","0.00"
"B0001WGDXA","0.00"
"B0000041OO","0.00"
"B00009XC8A","0.00"
"B0000ARNF8","0.00"
"B000095IUR","0.00"
"B000007TKK","0.00"
"B00005MFMN","0.00"
"B0006MLT6Q","0.00"
"B00000144Y","0.00"
"B000003FG6","0.00"
"B0000262WV","0.00"
"B00076YOQI","0.00"
"B0000CE9YK","0.00"
"B00061GYN0","0.00"
"B00005Q673","0.00"
"B0000014F5","0.00"
"B00006L77E","0.00"
"B000BSNH1U","0.00"
"B00004YU8E","0.00"
"B000023ZLW","0.00"
"B00005NY9A","0.00"
"B0000041PR","0.00"
"B00005N57P","0.00"
"B000001GJU","0.00"
"B0001EQH6G","0.00"
"B000A17GBU","0.00"
"B00004SUM5","0.00"
"B0009W4M3U","0.00"
"B000004A1Z","0.00"
"B00004NHJZ","0.00"
"B00001X58Z","0.00"
"B0000041Z5","0.00"
"B0000041TD","0.00"
"B00000140Q","0.00"
"B00006K06W","0.00"
"B00076OMW4","0.00"
"B00004TQOT","0.00"
"B00004SPLF","0.00"
"B00009VGD4","0.00"
"B00000IWWM","0.00"
"B00008IHVR","0.00"
"B0000C8XJD","0.00"
"B000000UO4","0.00"
"B00008MJ9H","0.00"
"B00008CLNO","0.00"
"B000BGIAY6","0.00"
"B0007QS1VW","0.00"
"B0009WFFS6","0.00"
"B0009VJVJG","0.00"
"B00006ALCH","0.00"
"B000BRBH90","0.00"
"B000BW9BZW","0.00"
"B00009LW5L","0.00"
"B000B5KEE6","0.00"
"B0007QGSD0","0.00"
"B0000A1H3Y","0.00"
"B000BOF1S6","0.00"
"B000BSNPR6","0.00"
"B00012BCW2","0.00"
"B000BPNCXQ","0.00"
"B000C50MRY","0.00"
"B000BV5XGO","0.00"
"B000A6C23W","0.00"
"B000AS1JHA","0.00"
"B00069KFJQ","0.00"
"B000BKHF8E","0.00"
"B000BUNYWA","0.00"
"B000BLI5XC","0.00"
"B0007VEPXU","0.00"
"B000BM3YA0","0.00"
"B000AYQJ3I","0.00"
"B000AMF85A","0.00"
"B000068RQ5","0.00"
"B0000DG7BZ","0.00"
"B0007KVDF4","0.00"
"B000BNDBS4","0.00"
"B000266WYK","0.00"
"B000BRY67U","0.00"
"B000B5KEDM","0.00"
"B000BQ5J8Q","0.00"
"B0007LF4FS","0.00"
"B0007W22M0","0.00"
"B000BRY6HA","0.00"
"B00016B97G","0.00"
"B0000DD555","0.00"
"B000A32WEO","0.00"
"B000B5IOSE","0.00"
"B0000E39MZ","0.00"
"B00005M1BG","0.00"
"B000AS1HKY","0.00"
"B000059X1E","0.00"
"B00093CGCS","0.00"
"B000654U46","0.00"
"B000176N4O","0.00"
"B0000DG7C0","0.00"
"B00061S0K0","0.00"
"B000BYNESA","0.00"
"B00004TT5A","0.00"
"B000B9PW6M","0.00"
"B000BZ85CY","0.00"
"B00005RDSY","0.00"
"B000BEVDR4","0.00"
"B0000A9ZUQ","0.00"
"B00006RJSG","0.00"
"B000B9TVDW","0.00"
"B000BUNYXE","0.00"
"B000BNDBMK","0.00"
"B000621P4W","0.00"
"B000BGHASS","0.00"
"B0006391OW","0.00"
"B0000CFYEJ","0.00"
"B0001IN080","0.00"
"B000A1CS0Y","0.00"
"B0009JDS4M","0.00"
"B000075AIV","0.00"
"B00005OM5L","0.00"
"B00004RJEG","0.00"
"B0000C6IW5","0.00"
"B000BQ7CFE","0.00"
"B000BGHBJG","0.00"
"B0000CGP44","0.00"
"B0009ZE7PA","0.00"
"B00004T10O","0.00"
"B000ANDA18","0.00"
"B0000DK4OO","0.00"
"B00008OES9","0.00"
"B0000A0I94","0.00"
"B0001ELYGO","0.00"
"B000A1IE5C","0.00"
"B00011RU0Q","0.00"
"B00004CZPF","0.00"
"B000640PO6","0.00"
"B000063769","0.00"
"B00061I0ZA","0.00"
"B0000517DY","0.00"
"B000BITGHE","0.00"
"B000679QJ8","0.00"
"B0006O9MWW","0.00"
"B00006FR4D","0.00"
"B00079QXQO","0.00"
"B000050X3W","0.00"
"B00005R5VJ","0.00"
"B0009VK41K","0.00"
"B00008LPHF","0.00"
"B0007QS1YO","0.00"
"B0001KZN74","0.00"
"B0001U0IWY","0.00"
"B0006JJFG0","0.00"
"B0000CAPXD","0.00"
"B0000D7ZIE","0.00"
"B00004UF05","0.00"
"B000BFH5X4","0.00"
"630463949X","0.00"
"B0000667LK","0.00"
"B0001NNLQ6","0.00"
"B00030EK76","0.00"
"B00011MK7Y","0.00"
"B0007UPSZ0","0.00"
"B0000D7ZDY","0.00"
"B0000CDNR8","0.00"
"B0000DK4ON","0.00"
"B00061I0RI","0.00"
"B0000E5SLB","0.00"
"B0000VS0HE","0.00"
"B00008WDAI","0.00"
"B0000669J8","0.00"
"B000059ZLH","0.00"
"B000ATJYZ8","0.00"
"B0007R8A9O","0.00"
"B00005U8E6","0.00"
"B0007XFS9I","0.00"
"B0007NB9CI","0.00"
"B0000PCBFW","0.00"
"B00008IDM1","0.00"
"B000051VRO","0.00"
"B0001NDIZ0","0.00"
"B000BV5Y18","0.00"
"B000A5CEPO","0.00"
"B0000CAXIE","0.00"
"B000BL9B0I","0.00"
"B00006OA4U","0.00"
"B0009S6QV0","0.00"
"B000BPCD0O","0.00"
"B00005JRTD","0.00"
"B0000V76CE","0.00"
"B0006ICFI6","0.00"
"B000BVKKJY","0.00"
"B000068PFH","0.00"
"B0009QYRY0","0.00"
"B0006SN50S","0.00"
"B00095MRBQ","0.00"
"B000053U0D","0.00"
"B000640P64","0.00"
"B0000D7ZE8","0.00"
"B000068TK1","0.00"
"B0007N4MRW","0.00"
"B00008IDM9","0.00"
"B0007KVB06","0.00"
"B00005AR5L","0.00"
"B0000CDUJT","0.00"
"B0000CAWBD","0.00"
"B0000ULZQ8","0.00"
"B0001GH4DO","0.00"
"B000BO0VX6","0.00"
"6305610460","0.00"
"B000AOWD2O","0.00"
"B00005RTDD","0.00"
"B000BDIW9M","0.00"
"B0007ZIYWE","0.00"
"B00004UF0X","0.00"
"B00005UDN7","0.00"
"B0009AM69O","0.00"
"B00004W0W3","0.00"
"B000B6F8UA","0.00"
"B000BZFPF4","0.00"
"B0001FYRLM","0.00"
"B0007GDUD6","0.00"
"B0007DDPWU","0.00"
"B000BBS5L4","0.00"
"B000B4TB9G","0.00"
"B000BW9HLK","0.00"
"B00065VU58","0.00"
"B0000DKQWR","0.00"
"B0001KZO00","0.00"
"B000A3VTXY","0.00"
"B00009QNXX","0.00"
"B000BYNCZA","0.00"
"B000A6UWKW","0.00"
"B000BICM84","0.00"
"B00005YVXQ","0.00"
"B00005AWFB","0.00"
"B000ARAL66","0.00"
"B0006PTT6K","0.00"
"B00007BKGT","0.00"
"B0009X3334","0.00"
"B00068C7VQ","0.00"
"B0007SMEQ8","0.00"
"B00004WGZG","0.00"
"B0009OJ9B8","0.00"
"B00068B8IO","0.00"
"B000AMF7MO","0.00"
"B000BZFPNQ","0.00"
"B00006FN58","0.00"
"B000079DFJ","0.00"
"B000BKSHQ8","0.00"
"B000087I0F","0.00"
"B00004CY11","0.00"
"B0000ADYDR","0.00"
"B00005OM5N","0.00"
"B00006L9Z4","0.00"
"B000BRFANO","0.00"
"B00009PBJA","0.00"
"B0000DBJ9N","0.00"
"B0009QYQ8W","0.00"
"B0001Z65CG","0.00"
"B000CFWGFK","0.00"
"B00007DWOT","0.00"
"B0009K33LY","0.00"
"B00008XUU5","0.00"
"B0000C6IZ0","0.00"
"B000A6OB1S","0.00"
"B000087I0J","0.00"
"B0000TEUO8","0.00"
"B0007VV7MW","0.00"
"B00005YRYN","0.00"
"B0007YP0WC","0.00"
"B000069CVK","0.00"
"B00008Y4J9","0.00"
"B000BL99LO","0.00"
"B0007LYSA0","0.00"
"B000C4JP4G","0.00"
"B00008WD7G","0.00"
"B0009JOPDU","0.00"
"B000B7VYMK","0.00"
"B000CADLGI","0.00"
"B0009MAPV8","0.00"
"B0000035MR","0.00"
"B000BO0GPO","0.00"
"B00004WIUY","0.00"
"B00000JQI4","0.00"
